ID,COMPONENT_ARBITRARY,ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOPTIMETHGLY,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
TRAIN_08650,COMPONENT3,1171,2009,7,371,0,8,16,5,0,3020,0.0,0,1,7,,,,,,,104,,0.0,1.0,1,0,1,0,0,0,987,0,136,20220,0,2,0,,0,,,,,,,,,0,,132.1,6,0
TRAIN_08651,COMPONENT3,2137,2009,4,200,0,2,2,0,0,72,,0,5,21,,,,,,,204,,0.0,4.0,0,4,3,0,2,1,301,0,111,13941,0,18,1,,0,,,,,,,,,0,,136.6,42,0
TRAIN_08652,COMPONENT3,2047,2012,6,200,0,0,153,0,0,40,0.0,0,22,165,,,,,,,1397,,0.0,3.0,0,1,18,0,0,6,197,0,1499,5237,0,15,0,,0,,,,,,,,,0,,124.8,86,0
TRAIN_08653,COMPONENT2,7706,2009,4,200,0,8,9,0,0,2760,,0,0,89,,,,,,,2,,0.0,2.0,0,2,1,0,0,0,492,0,5,1333,1,0,0,,0,0.0,0.0,0.0,4.0,4.0,,,,0,,45.3,549,0
TRAIN_08654,COMPONENT3,2787,2020,7,441,0,3,3,0,0,3068,0.0,0,0,17,,,,,,,279,,0.0,2.0,0,10,6,2,8,0,1126,0,1048,7913,0,37,1,,0,,,,,,,,,0,,104.0,1328,0
TRAIN_08655,COMPONENT4,1415,2018,6,200,0,0,3,0,0,2152,0.0,0,0,0,,,,,,,13,,0.0,0.0,0,9,0,37,5,0,1076,0,10,4082,0,3,0,,0,,,,,,,,,0,,76.5,1153,0
TRAIN_08656,COMPONENT4,8285,2016,6,200,0,2,127,0,0,2525,0.0,0,0,0,,,,,,,15,,0.0,2.0,0,11,0,32,2,0,1070,0,11,4888,0,3,0,,0,,,,,,,,,0,,72.2,1167,0
TRAIN_08657,COMPONENT1,3339,2009,4,200,0,0,13,0,0,136,0.0,0,1,11,13.0,7.0,0.0,13.0,20.0,8.5,33,0.0,0.0,3.0,0,9,0,4,3,0,987,2,21,9861,0,5,1,0.2,0,,,,,,,,,0,11.71,81.69,1196,0
TRAIN_08658,COMPONENT3,1689,2008,32,550,1,1,3,0,0,45,0.0,0,1,4,,,,,,,93,,0.0,,0,1,1,4,0,1,2320,0,87,29146,0,5,0,,0,,,,,,,,,0,,143.2,81,0
TRAIN_08659,COMPONENT2,4270,2016,6,200,0,3,16,0,0,157,0.0,0,0,5,,,,,,,5,,0.0,1.0,0,0,0,0,0,0,261,0,14,2937,0,5,0,,0,0.0,0.0,3.0,38.0,65.0,108.0,3437.0,23976.0,0,,64.1,352,0
TRAIN_08660,COMPONENT2,5044,2013,7,200,0,0,200,0,0,28,0.0,0,0,7,,,,,,,2,,0.0,0.0,0,0,0,0,2,0,207,0,32,3264,0,0,0,,0,0.0,0.0,2.0,111.0,122.0,205.0,5394.0,22406.0,0,,69.2,236,0
TRAIN_08661,COMPONENT2,1181,2018,3,375,0,0,151,2,0,424,0.0,0,1,0,,,,,,,0,,0.0,,0,1,0,0,1,0,111,0,8,5100,7,0,1,,0,0.0,0.0,0.0,5.0,10.0,67.0,8623.0,20818.0,0,,67.0,23,0
TRAIN_08662,COMPONENT2,1371,2010,3,200,0,6,208,0,0,3081,0.0,0,0,10,,,,,,,6,,0.0,0.0,0,2,0,0,1,0,482,1,4,1378,0,3,0,,0,0.0,0.0,1.0,37.0,69.0,191.0,2375.0,11431.0,0,,45.2,711,0
TRAIN_08663,COMPONENT1,2737,2013,2,200,0,1,186,0,0,14,0.0,0,3,2,14.0,7.0,2.0,12.0,23.0,7.9,25,0.0,0.0,4.0,0,11,0,41,3,0,1060,3,12,10240,0,10,0,0.8,0,,,,,,,,,0,13.1,105.6,1174,0
TRAIN_08664,COMPONENT3,1786,2017,8,200,0,0,183,0,0,115,0.0,0,5,2,,,,,,,288,,0.0,3.0,0,13,4,0,4,2,854,0,527,22220,0,80,0,,1,,,,,,,,,0,,132.7,15,0
TRAIN_08665,COMPONENT3,2019,2010,8,200,0,1,213,0,0,88,0.0,0,20,165,,,,,,,1406,,0.0,56.0,0,8,24,2,12,10,1050,2,8532,18260,0,676,2,,14,,,,,,,,,0,,118.9,223,0
TRAIN_08666,COMPONENT1,11170,2021,5,337,0,3,9,0,0,3573,0.0,0,0,0,11.0,5.0,0.0,9.0,19.0,8.1,13,0.0,0.0,0.0,0,10,0,17,4,0,968,0,8,5791,0,11,0,0.6,0,,,,,,,,,0,13.2,97.0,1108,0
TRAIN_08667,COMPONENT2,5411,2014,6,200,0,282,169,0,0,476,0.0,0,0,4,,,,,,,18,,0.3,0.0,0,1,0,0,2,0,135,2,17,10510,0,3,0,,0,0.0,0.0,0.0,122.0,270.0,496.0,8457.0,69013.0,0,,64.3,120,1
TRAIN_08668,COMPONENT1,2437,2015,32,410,0,1,2,0,0,2047,0.0,0,0,0,39.0,7.0,1.0,12.0,16.0,8.3,17,0.0,0.0,2.0,0,289,0,0,0,0,1097,0,9,5737,0,0,0,0.3,0,,,,,,,,,0,12.9,97.9,1407,0
TRAIN_08669,COMPONENT3,2080,2007,7,375,1,2,1,0,0,20,1.0,0,7,121,,,,,,,1703,,0.0,,0,13,52,16,6,7,1261,2,570,9350,1,37,8,,0,,,,,,,,,1,,70.4,1363,1
TRAIN_08670,COMPONENT3,2920,2015,2,200,0,3,45,0,0,2696,0.0,0,7,4,,,,,,,981,,1.4,10.0,0,6,8,0,4,3,586,5,1232,11860,0,459,0,,7,,,,,,,,,0,,142.5,31,0
TRAIN_08671,COMPONENT1,2007,2015,2,200,0,2,88,0,0,2771,0.0,0,3,9,16.0,8.0,0.0,9.0,20.0,7.2,37,0.0,0.0,3.0,0,16,0,4,2,0,990,4,15,10550,0,9,3,1.4,0,,,,,,,,,0,13.0,106.2,1151,0
TRAIN_08672,COMPONENT4,1364,2008,5,375,0,4,29,1,0,2974,0.0,0,0,559,,,,,,,18,,0.0,2.0,0,17,0,11,23,0,1102,2,8,4849,0,3,0,,0,,,,,,,,,0,,63.1,1233,0
TRAIN_08673,COMPONENT2,1368,2012,5,200,0,31,0,1,0,15,0.0,0,0,5,,,,,,,4,,0.0,0.0,0,2,0,0,0,0,463,0,6,1411,0,4,0,,0,0.0,0.0,2.0,40.0,54.0,236.0,4463.0,12518.0,0,,44.6,714,0
TRAIN_08674,COMPONENT3,4152,2017,4,200,0,0,2,0,0,43,0.0,0,2,4,,,,,,,122,,0.0,0.0,0,4,2,0,1,0,390,0,127,22680,0,3,0,,0,,,,,,,,,0,,152.6,14,0
TRAIN_08675,COMPONENT1,2565,2014,5,200,0,1,420,1,0,3097,0.0,0,1,3,14.0,6.0,1.0,11.0,21.0,8.1,10,0.0,0.0,2.0,0,10,0,45,2,0,1019,2,11,10370,0,9,1,0.8,0,,,,,,,,,0,14.3,100.9,1185,0
TRAIN_08676,COMPONENT1,1910,2018,2,200,0,4,0,0,0,2574,0.0,0,0,2,11.0,5.0,0.0,8.0,16.0,8.3,9,0.0,0.0,2.0,0,66,0,3,0,0,890,0,8,3988,0,3,0,0.1,0,,,,,,,,,0,13.4,97.5,1066,0
TRAIN_08677,COMPONENT1,2395,2011,5,200,0,0,5,0,0,38,0.0,0,4,12,19.0,9.0,1.0,12.0,28.0,9.9,79,0.0,0.0,,0,605,1,1,0,0,839,9,13,8713,0,8,3,2.0,0,,,,,,,,,1,,123.0,1054,0
TRAIN_08678,COMPONENT2,1182,2007,6,382,0,8,7,7,0,2766,0.0,0,0,280,,,,,,,73,,0.0,0.0,1,2,1,0,1,0,516,1,14,1165,0,2,0,,0,0.0,0.0,0.0,7.0,16.0,222.0,4549.0,22436.0,0,,43.7,649,0
TRAIN_08679,COMPONENT2,1997,2009,5,1197,0,0,35,0,0,333,0.0,0,0,277,,,,,,,140,,0.0,2.0,0,1,1,0,1,0,467,0,27,3025,3,8,2,,0,0.0,1.0,2.0,40.0,68.0,449.0,8162.0,20297.0,0,,50.2,617,0
TRAIN_08680,COMPONENT2,1491,2008,3,200,0,4,2,2,0,50,0.0,0,0,171,,,,,,,4,,0.0,0.0,0,2,0,0,0,0,480,1,12,1256,0,1,0,,0,0.0,0.0,0.0,35.0,107.0,279.0,3199.0,6779.0,0,,45.4,636,0
TRAIN_08681,COMPONENT4,1553,2020,1,753,0,0,0,0,0,157,0.0,0,0,4,,,,,,,10,,0.0,,0,313,0,17,17,0,1018,0,12,3755,0,1,0,,0,,,,,,,,,0,,62.1,1112,0
TRAIN_08682,COMPONENT3,1183,2015,21,383,0,2,2,0,0,3412,0.0,0,3,1,,,,,,,271,,0.0,,1,5,4,0,27,0,1851,1,696,13202,0,6,1,,0,,,,,,,,,0,,144.2,154,0
TRAIN_08683,COMPONENT1,1347,2008,18,384,0,8,95,1,0,2963,,0,1,3,14.0,8.0,1.0,15.0,21.0,9.7,19,0.0,0.0,7.0,0,22,1,231,0,0,1087,3,16,5139,2,116,3,0.8,0,,,,,,,,,0,15.1,125.4,1423,0
TRAIN_08684,COMPONENT2,1338,2009,5,200,0,4,315,0,0,3611,,0,1,282,,,,,,,51,,0.0,6.0,0,6,2,3,2,0,491,1,126,4193,2,15,1,,0,0.0,0.0,2.0,118.0,317.0,3674.0,15997.0,28813.0,0,,32.6,408,0
TRAIN_08685,COMPONENT1,1360,2011,13,200,0,1,21,0,0,170,0.0,0,2,3,11.0,7.0,0.0,13.0,21.0,9.5,22,0.0,0.0,3.0,0,14,0,1,5,0,932,2,9,6285,0,3,0,0.7,0,,,,,,,,,0,13.3,91.9,1146,0
TRAIN_08686,COMPONENT1,1332,2017,3,200,0,4,64,0,0,2786,0.0,0,0,0,12.0,6.0,1.0,10.0,16.0,8.7,6,0.0,0.0,2.0,0,245,0,5,2,0,1105,0,7,6252,0,2,0,0.0,0,,,,,,,,,0,13.2,94.8,1272,0
TRAIN_08687,COMPONENT1,4050,2017,6,200,0,2,2,0,0,30,0.0,0,2,2,15.0,10.0,1.0,18.0,23.0,8.2,10,6.5,0.0,6.0,0,10,0,223,1,0,967,1,16,4135,0,5,0,0.6,0,,,,,,,,,0,11.8,83.2,1201,0
TRAIN_08688,COMPONENT2,1711,2013,5,200,0,10,155,0,0,3112,0.0,0,1,2,,,,,,,11,,0.0,3.0,0,0,0,0,2,0,322,0,24,3763,0,12,0,,0,0.0,0.0,0.0,1.0,1.0,11.0,1044.0,9271.0,0,,65.0,446,0
TRAIN_08689,COMPONENT3,5850,2013,4,200,0,113,155,0,0,57,0.0,0,9,11,,,,,,,1035,,0.0,2.0,0,4,14,8,0,2,951,0,968,3926,0,11,0,,0,,,,,,,,,0,,54.9,1097,1
TRAIN_08690,COMPONENT3,1372,2011,22,200,0,4,3,0,0,3130,0.0,0,2,0,,,,,,,103,,0.0,0.0,0,0,0,0,0,0,483,0,114,28310,1,2,0,,0,,,,,,,,,0,,134.7,14,0
TRAIN_08691,COMPONENT2,3053,2016,6,200,0,2,5,0,0,2768,0.0,0,0,5,,,,,,,5,,0.0,1.0,0,2,0,0,0,0,438,1,17,1951,0,6,0,,0,0.0,0.0,7.0,7.0,13.0,46.0,508.0,3485.0,0,,47.4,633,0
TRAIN_08692,COMPONENT3,1194,2008,5,394,0,6,9,3,0,2753,0.0,0,3,2,,,,,,,524,,0.0,2.0,0,0,4,12,8,0,2542,0,148,38560,0,7,0,,0,,,,,,,,,0,,144.1,38,0
TRAIN_08693,COMPONENT2,2775,2016,2,200,0,5,76,0,0,2334,0.0,0,0,34,,,,,,,6,,0.0,2.0,0,4,0,0,0,0,136,0,5,5140,0,11,0,,0,0.0,0.0,6.0,6.0,9.0,43.0,1032.0,4315.0,0,,66.2,122,0
TRAIN_08694,COMPONENT1,1190,2015,47,390,0,2,0,3,0,2982,0.0,0,2,9,11.0,5.0,0.0,9.0,16.0,8.9,15,0.0,0.0,3.0,0,14,1,0,7,0,954,5,14,3984,0,10,15,0.0,0,,,,,,,,,0,13.2,87.7,1085,0
TRAIN_08695,COMPONENT1,4003,2009,10,200,0,11,2,0,0,1474,0.0,0,4,13,13.0,7.0,0.0,10.0,26.0,9.7,43,0.0,0.0,,0,82,1,0,0,0,773,11,23,11744,0,10,2,1.0,0,,,,,,,,,0,,151.6,947,0
TRAIN_08696,COMPONENT3,3548,2017,2,900,0,0,2,0,0,78,0.0,0,0,11,,,,,,,60,,0.0,0.0,0,0,0,0,0,0,954,0,83,18270,0,2,0,,0,,,,,,,,,0,,124.6,10,0
TRAIN_08697,COMPONENT1,4224,2012,3,200,0,0,7,0,0,9,0.0,0,1,2,12.0,6.0,0.0,9.0,17.0,9.4,16,0.0,0.0,3.0,0,15,0,3,0,0,901,2,15,6232,0,6,3,0.1,0,,,,,,,,,0,12.8,94.9,1016,0
TRAIN_08698,COMPONENT1,2932,2008,4,550,0,0,5,0,0,207,,0,2,28,18.0,7.0,0.0,11.0,22.0,12.1,19,0.0,0.0,11.0,0,197,0,2,4,0,927,5,18,6062,1,5,1,1.0,0,,,,,,,,,0,,109.3,1082,0
TRAIN_08699,COMPONENT1,1203,2017,5,200,0,4,0,6,0,3076,0.0,0,3,7,26.0,11.0,0.0,18.0,28.0,9.2,61,0.0,0.0,5.0,0,39,0,181,2,0,1230,2,11,7311,0,13,1,2.5,0,,,,,,,,,0,15.5,121.4,1487,0
TRAIN_08700,COMPONENT3,2140,2019,4,481,0,1,94,0,0,3317,0.0,0,1,19,,,,,,,240,,0.0,,0,12,15,3,11,0,988,0,207,6544,0,54,0,,0,,,,,,,,,0,,109.4,1247,0
TRAIN_08701,COMPONENT3,1931,2010,13,200,0,3,0,0,0,2531,0.0,0,0,0,,,,,,,78,,0.0,2.0,0,1,0,0,0,0,840,0,75,23400,0,7,0,,0,,,,,,,,,0,,142.8,11,0
TRAIN_08702,COMPONENT3,2467,2022,4,811,0,3,108,1,0,3287,0.0,0,0,23,,,,,,,97,,0.0,2.0,0,11,6,0,17,3,1220,1,268,4269,0,63,0,,0,,,,,,,,,0,,110.8,1310,0
TRAIN_08703,COMPONENT3,1198,2012,5,398,0,9,17,9,0,2724,0.0,0,9,197,,,,,,,2215,,0.0,2.0,0,10,78,12,30,4,1193,0,1628,11500,0,39,17,,0,,,,,,,,,0,,71.2,1513,0
TRAIN_08704,COMPONENT3,9832,2015,6,200,0,0,0,0,0,4,0.0,0,5,12,,,,,,,362,,0.0,2.0,0,8,6,9,16,1,1145,0,234,10480,0,29,0,,0,,,,,,,,,0,,72.5,1248,0
TRAIN_08705,COMPONENT1,3928,2012,7,200,0,0,2,0,0,2,0.0,0,2,6,11.0,7.0,0.0,13.0,21.0,10.4,23,0.0,0.0,3.0,0,12,0,1,3,0,997,1,23,6726,0,11,0,0.4,0,,,,,,,,,0,13.2,93.7,1142,0
TRAIN_08706,COMPONENT2,6331,2014,9,200,0,1,3,0,0,2251,0.0,0,0,6,,,,,,,3,,0.0,0.0,0,2,0,0,0,0,281,2,7,4440,0,2,0,,0,0.0,0.0,4.0,6.0,13.0,64.0,2633.0,9017.0,0,,58.3,283,0
TRAIN_08707,COMPONENT3,6278,2012,6,200,0,1,5,0,0,151,0.0,0,2,10,,,,,,,111,,0.0,29.0,0,5,1,2,0,0,1095,0,21,21810,0,4,0,,0,,,,,,,,,0,,125.9,46,1
TRAIN_08708,COMPONENT1,2045,2011,14,200,0,0,19,0,0,135,0.0,0,3,11,10.0,5.0,0.0,10.0,17.0,8.0,28,0.0,0.0,7.0,0,34,1,14,7,0,906,7,13,4233,0,13,13,0.3,0,,,,,,,,,0,13.2,99.1,1110,0
TRAIN_08709,COMPONENT3,4158,2011,7,200,0,1,3,0,0,77,0.0,0,0,4,,,,,,,96,,0.0,0.0,0,0,1,0,0,0,161,0,26,12980,0,20,0,,0,,,,,,,,,0,,154.9,12,1
TRAIN_08710,COMPONENT1,3741,2010,6,200,0,2,199,0,0,14,,0,1,4,15.0,10.0,0.0,13.0,23.0,9.8,28,0.0,0.0,10.0,0,178,1,3,1,0,1112,4,11,8014,1,8,2,0.9,0,,,,,,,,,0,13.8,112.0,1289,0
TRAIN_08711,COMPONENT1,2130,2011,18,200,0,2,7,0,0,2683,0.0,0,3,1,9.0,6.0,1.0,6.0,17.0,8.1,17,0.0,0.0,11.0,0,8,0,48,1,0,525,0,11,6476,0,4,0,0.6,0,,,,,,,,,0,11.22,89.7,621,1
TRAIN_08712,COMPONENT1,1507,2019,2,707,0,1,21,0,0,229,0.0,0,0,3,10.0,6.0,0.0,9.0,17.0,8.1,19,0.0,0.0,2.0,0,56,0,2,3,0,873,4,5,3908,0,3,4,0.5,0,,,,,,,,,0,13.2,94.5,982,0
TRAIN_08713,COMPONENT2,1380,2012,29,580,0,3,6,0,0,2658,,0,0,148,,,,,,,2,,0.0,4.0,0,9,0,0,0,0,472,3,15,1521,1,1,0,,0,0.0,0.0,1.0,21.0,27.0,,,,0,,43.7,664,1
TRAIN_08714,COMPONENT3,2246,2021,4,539,0,2,4,0,0,1080,0.0,0,0,11,,,,,,,23,,0.0,0.0,2,0,1,0,5,0,2209,0,18,26990,0,13,2,,0,,,,,,,,,0,,184.8,73,0
TRAIN_08715,COMPONENT3,1779,2016,2,200,0,5,4,0,0,2973,0.0,0,6,3,,,,,,,635,,0.0,4.0,0,7,5,2,3,1,718,1,450,25880,0,88,0,,2,,,,,,,,,0,,156.9,23,0
TRAIN_08716,COMPONENT4,2069,2009,2,1269,1,3,12,1,0,135,0.0,0,0,14,,,,,,,14,,0.0,5.0,0,7,0,3,26,0,1014,1,36,4393,0,3,0,,0,,,,,,,,,0,,67.6,1220,0
TRAIN_08717,COMPONENT1,3571,2017,5,200,0,0,2,0,0,2786,0.0,0,0,5,14.0,7.0,1.0,11.0,22.0,7.0,26,0.0,0.0,2.0,0,11,0,1,3,0,881,2,18,3957,0,11,0,1.2,0,,,,,,,,,0,12.8,91.2,1083,0
TRAIN_08718,COMPONENT1,1681,2020,5,663,0,5,4,0,0,3599,0.0,0,2,8,11.0,7.0,0.0,14.0,22.0,8.2,28,0.0,0.0,,2,590,2,37,4,0,1017,3,22,3466,0,25,2,1.2,0,,,,,,,,,0,14.3,114.3,983,0
TRAIN_08719,COMPONENT1,1359,2008,5,200,0,2,99,8,0,3408,0.0,0,2,5,9.0,6.0,1.0,10.0,17.0,9.1,22,0.0,0.0,,0,14,1,3,0,0,697,3,5,9769,2,12,5,0.6,0,,,,,,,,,0,12.4,88.9,844,0
TRAIN_08720,COMPONENT3,10321,2012,9,200,0,13,5,2,0,343,0.0,0,3,4,,,,,,,109,,0.0,1.0,1,1,3,1,6,0,2384,0,1533,25717,0,10,0,,0,,,,,,,,,0,,149.4,25,1
TRAIN_08721,COMPONENT1,6282,2016,3,375,1,0,10,0,0,112,0.0,0,2,2,13.0,7.0,2.0,12.0,22.0,8.0,62,0.0,0.0,1.0,0,9,0,41,2,0,860,2,14,9137,0,11,2,0.3,0,,,,,,,,,0,12.8,99.6,1099,0
TRAIN_08722,COMPONENT3,1357,2013,2,372,0,2,3,0,0,21,0.0,0,7,516,,,,,,,515,,0.0,0.0,0,0,9,0,3,26,1174,2,168,15280,0,3,1,,0,,,,,,,,,0,,134.4,341,0
TRAIN_08723,COMPONENT2,3149,2015,3,200,0,5,122,0,0,3083,0.0,0,0,0,,,,,,,5,,0.0,0.0,0,0,0,0,0,0,306,0,23,6859,0,1,0,,0,0.0,0.0,0.0,5.0,6.0,47.0,3591.0,22512.0,0,,67.8,385,0
TRAIN_08724,COMPONENT3,1399,2009,5,599,0,1,2,1,0,2693,0.0,0,2,2,,,,,,,104,,0.0,0.0,0,7,0,1,2,0,1166,0,60,9661,0,11,0,,0,,,,,,,,,0,,61.1,1363,0
TRAIN_08725,COMPONENT3,1183,2014,11,383,0,1,0,4,0,20,0.0,0,4,82,,,,,,,193,,0.3,0.0,0,1,4,0,1,3,182,0,210,5393,0,8,2,,0,,,,,,,,,0,,143.4,63,0
TRAIN_08726,COMPONENT1,1532,2012,6,200,0,2,15,6,0,13,0.0,0,0,1,13.0,8.0,0.0,17.0,21.0,8.8,19,0.0,0.0,3.0,0,11,0,222,4,0,1128,2,7,4884,0,7,3,0.4,0,,,,,,,,,0,14.1,115.0,1270,0
TRAIN_08727,COMPONENT1,5479,2019,4,524,0,1,0,0,0,98,0.0,0,6,2,10.0,6.0,1.0,11.0,21.0,8.7,28,0.0,0.0,,0,11,0,1,2,0,936,5,28,4098,0,3,0,1.2,0,,,,,,,,,0,12.8,93.6,1077,0
TRAIN_08728,COMPONENT3,2278,2016,4,1268,0,1,1,0,0,74,0.0,0,11,3,,,,,,,2261,,0.2,0.0,0,0,16,11,2,0,1905,0,1048,25720,0,8,1,,0,,,,,,,,,0,,128.5,17,0
TRAIN_08729,COMPONENT3,9832,2015,6,200,0,1,0,0,0,65,0.0,0,0,3,,,,,,,79,,0.0,3.0,0,0,0,0,0,0,275,0,79,20750,0,32,0,,0,,,,,,,,,0,,126.7,9,0
TRAIN_08730,COMPONENT1,1715,2022,1,469,0,3,9,0,0,1038,0.0,0,0,1,11.0,5.0,0.0,13.0,19.0,7.7,8,1.0,0.0,0.0,0,952,0,53,6,0,926,1,6,2086,0,3,0,0.1,0,,,,,,,,,0,13.8,105.4,1086,0
TRAIN_08731,COMPONENT3,2440,2011,7,200,0,1,40,0,0,269,0.0,0,0,0,,,,,,,22,,0.0,0.0,0,1,0,0,2,0,200,0,41,12580,0,1,0,,0,,,,,,,,,0,,139.3,20,0
TRAIN_08732,COMPONENT3,6031,2019,38,375,0,138,170,2,0,179,0.0,0,0,278,,,,,,,37,,0.0,0.0,0,0,3,0,0,5,552,0,17,16050,0,2,1,,0,,,,,,,,,0,,131.7,171,1
TRAIN_08733,COMPONENT1,2611,2009,7,200,0,3,30,0,0,3205,0.0,0,1,7,15.0,9.0,0.0,12.0,23.0,10.8,19,0.0,0.0,3.0,1,24,1,72,1,0,1212,3,9,9490,0,5,1,0.9,0,,,,,,,,,0,14.1,106.7,1465,0
TRAIN_08734,COMPONENT1,9526,2018,6,375,0,2,7,0,0,3571,,0,4,18,23.0,9.0,0.0,14.0,24.0,8.2,71,0.0,0.0,11.0,0,11,3,17,6,1,869,7,17,4732,1,12,3,2.2,0,,,,,,,,,0,13.8,98.5,1036,0
TRAIN_08735,COMPONENT3,1000,2009,2,200,0,3,0,0,0,76,0.0,0,11,27,,,,,,,575,,0.0,,3,3,8,6,0,2,1669,0,269,23529,0,35,0,,1,,,,,,,,,0,,141.3,51,0
TRAIN_08736,COMPONENT3,6247,2018,3,1600,0,1,0,0,0,5,0.0,0,3,2,,,,,,,188,,0.0,0.0,0,5,1,9,1,1,248,0,389,16040,0,28,0,,0,,,,,,,,,0,,232.4,71,0
TRAIN_08737,COMPONENT3,4477,2020,1,399,0,3,10,0,0,3105,0.0,0,0,5,,,,,,,149,,0.0,,0,4,3,3,10,0,2620,2,86,23370,5,32,0,,0,,,,,,,,,0,,165.2,97,0
TRAIN_08738,COMPONENT1,2029,2015,6,200,0,2,29,0,0,196,0.0,0,2,2,10.0,7.0,1.0,11.0,20.0,7.6,49,0.0,0.0,2.0,0,14,1,0,6,0,859,3,11,4098,0,7,0,0.8,0,,,,,,,,,0,13.6,98.5,1070,0
TRAIN_08739,COMPONENT4,1719,2018,2,200,0,2,41,0,0,2578,0.0,0,0,1,,,,,,,10,,0.0,1.0,0,12,0,0,5,0,1043,1,20,4507,0,5,2,,0,,,,,,,,,0,,70.3,1100,0
TRAIN_08740,COMPONENT3,2739,2014,11,200,0,3,297,0,0,3046,0.0,0,1,2,,,,,,,100,,0.0,0.0,0,0,1,0,0,0,272,0,94,18460,0,8,0,,0,,,,,,,,,0,,141.6,33,0
TRAIN_08741,COMPONENT3,3879,2018,2,200,0,11,6,0,0,100,0.0,0,0,29,,,,,,,34,,0.0,2.0,0,6,0,0,0,0,988,0,53,8598,0,65,0,,0,,,,,,,,,0,,111.4,1207,0
TRAIN_08742,COMPONENT3,3770,2013,8,200,0,469,102,6,0,235,0.0,0,30,9,,,,,,,2982,,0.0,100.0,0,31,33,3,65,11,467,0,2949,24360,0,2360,1,,26,,,,,,,,,0,,150.7,20,1
TRAIN_08743,COMPONENT3,4192,2007,3,200,0,3,2,1,0,40,0.0,0,0,112,,,,,,,74,,0.0,,0,0,1,3,1,0,2145,0,514,25934,0,2,2,,0,,,,,,,,,0,,143.0,47,1
TRAIN_08744,COMPONENT2,1401,2010,2,601,0,0,20,0,0,144,0.0,0,0,148,,,,,,,6,,0.0,0.0,0,1,0,0,0,0,465,0,5,2124,0,1,0,,0,0.0,0.0,0.0,9.0,20.0,50.0,2281.0,20052.0,0,,45.3,649,0
TRAIN_08745,COMPONENT2,1360,2010,2,200,0,0,15,0,0,117,0.0,0,0,23,,,,,,,39,,0.0,0.0,0,28,0,0,0,0,293,0,9,10380,0,0,0,,0,0.0,0.0,1.0,50.0,86.0,329.0,6227.0,21084.0,0,,68.4,310,0
TRAIN_08746,COMPONENT3,1612,2014,5,200,0,1,6,4,0,2328,0.0,0,3,1,,,,,,,240,,0.0,3.0,0,8,2,0,7,0,949,1,462,11610,0,28,0,,0,,,,,,,,,0,,124.5,948,0
TRAIN_08747,COMPONENT2,1379,2009,6,200,0,0,66,1,0,19,0.0,0,0,225,,,,,,,103,,0.0,1.0,0,3,1,0,0,0,484,1,23,1390,0,3,0,,0,0.0,0.0,0.0,3.0,8.0,79.0,1871.0,10066.0,0,,44.6,673,0
TRAIN_08748,COMPONENT3,1655,2011,12,200,0,81,10,4,0,16,0.0,0,3,69,,,,,,,207,,0.0,2.0,0,0,4,0,4,2,171,0,814,5001,0,4,0,,0,,,,,,,,,0,,139.1,46,1
TRAIN_08749,COMPONENT2,6230,2017,8,200,0,3,3,0,0,3427,0.0,0,0,11,,,,,,,7,,0.0,2.0,0,4,0,0,0,0,458,0,24,2836,0,13,0,,0,0.0,0.0,0.0,5.0,5.0,51.0,3357.0,16449.0,0,,47.6,657,0
TRAIN_08750,COMPONENT3,1432,2020,2,632,0,0,3,0,0,150,0.0,0,0,0,,,,,,,65,,0.0,,0,2,0,0,2,0,380,0,63,19550,0,8,0,,0,,,,,,,,,0,,135.2,21,0
TRAIN_08751,COMPONENT3,6730,2014,6,200,0,1,2,0,0,246,0.0,0,2,0,,,,,,,314,,0.0,0.0,0,1,7,0,5,0,1446,0,24,29640,0,5,0,,0,,,,,,,,,0,,132.6,139,1
TRAIN_08752,COMPONENT3,2227,2009,18,369,0,2,5,0,0,2103,0.0,0,11,8,,,,,,,805,,0.0,0.0,0,5,7,11,2,2,1043,0,520,5182,0,24,0,,0,,,,,,,,,0,,60.5,1094,0
TRAIN_08753,COMPONENT2,4857,2017,6,4050,0,1,0,0,0,3229,0.0,0,0,10,,,,,,,8,,0.0,1.0,0,2,0,0,0,0,432,1,10,1182,0,3,0,,0,0.0,0.0,1.0,1.0,1.0,5.0,117.0,1560.0,0,,44.2,659,0
TRAIN_08754,COMPONENT2,1781,2007,6,200,0,1,5,0,0,177,,0,0,117,,,,,,,1,,0.0,2.0,0,3,0,0,1,0,492,1,16,1409,1,1,0,,0,0.0,0.0,0.0,1.0,3.0,61.0,5599.0,42426.0,0,,43.9,700,0
TRAIN_08755,COMPONENT1,1686,2016,3,200,0,3,5,3,0,24,0.0,0,0,11,10.0,4.0,0.0,10.0,16.0,9.0,17,0.0,0.0,4.0,0,19,0,4,6,0,1002,6,5,4147,0,8,9,0.0,0,,,,,,,,,0,13.3,99.9,1148,0
